UF;CASOS
PE;244
PE;3196
PE;721
PE;964
PE;426
PE;422
PE;3108
PE;1069
PE;306
PE;896
PE;1452
PE;1168
PE;780
PE;535
PE;31251
PE;337
PE;954
PE;662
PE;616
PE;377
PE;660
PE;1030
PE;511
PE;1024
PE;1007
PE;516
PE;664
PE;1493
PE;2260
PE;2617
PE;1208
PE;642
PE;347
PE;325
PE;836
PE;550
PE;1755
PE;1065
PE;20214
PE;1063
PE;675
PE;2779
PE;3748
PE;196
PE;985
PE;484
PE;1213
PE;1376
PE;2624
PE;10010
PE;1078
PE;4448
PE;1597
PE;26755
PE;561
PE;1762
PE;291
PE;680
PE;417
PE;130007
PE;1165
PE;454
PE;892
PE;482
PE;206
PE;7310
PE;645
PE;1225
PE;863
PE;549
PE;7796
PE;464
PE;1042
PE;574
PE;962
PE;336
PE;2718
PE;1699
PE;853
PE;810
PE;1466
PE;2305
PE;2481
PE;4017
PE;1246
PE;9414
PE;1081
PE;2797
PE;843
PE;628
PE;4087
PE;2708
PE;464
PE;770
PE;560
PE;683
PE;485
PE;874
PE;3212
PE;1431
PE;202
PE;1774
PE;877
PE;843
PE;387
PE;1287
PE;479
PE;412
PE;1131
PE;729
PE;6367
PE;475
PI;195
PI;472
PI;1467
PI;342
PI;490
PI;624
PI;4289
PI;380
PI;1488
PI;787
PI;289
PI;405
PI;573
PI;121
PI;152
PI;327
PI;375
PI;2365
PI;131
PI;4757
PI;70
PI;682
PI;1043
PI;261
PI;454
PI;1147
PI;847
PI;157
PI;548
PI;271
PI;3340
PI;129
PI;346
PI;655
PI;576
PI;115
PI;1276
PI;616
PI;535
PI;58
PI;475
PI;397
PI;212
PI;111
PI;489
PI;493
PI;5268
PI;164
PI;1134
PI;739
PI;64
PI;358
PI;188
PI;574
PI;1433
PI;148
PI;1313
PI;457
PI;315
PI;245
PI;520
PI;412
PI;340
PI;103
PI;1690
PI;48
PI;665
PI;951
PI;297
PI;276
PI;313
PI;3086
PI;212
PI;442
PI;221
PI;228
PI;672
PI;289
PI;2684
PI;180
PI;164
PI;98
PI;7682
PI;71
PI;213
PI;454
PI;425
PI;728
PI;275
PI;517
PI;1154
PI;104
PI;511
PI;1030
PI;1148
PI;649
PI;675
PI;570
PI;143
PI;364
PI;1490
PI;220
PI;266
PI;206
PI;172
PI;1523
PI;542
PI;5255
PI;340
PI;144
PI;244
PI;356
PI;450
PI;926
PI;879
PI;93
PI;273
PI;914
PI;1536
PI;2599
PI;390
PI;475
PI;862
PI;368
PI;197
PI;629
PI;2019
PI;243
PI;243
PI;1484
PI;486
PI;949
PI;136
PI;866
PI;272
PI;352
PI;415
PI;417
PI;697
PI;145
PI;331
PI;236
PI;4452
PI;206
PI;497
PI;106
PI;87
PI;229
PI;310
PI;148
PI;262
PI;15301
PI;246
PI;326
PI;329
PI;1150
PI;312
PI;4073
PI;64
PI;7300
PI;921
PI;919
PI;2780
PI;10021
PI;530
PI;183
PI;147
PI;625
PI;483
PI;998
PI;113
PI;39
PI;743
PI;416
PI;778
PI;270
PI;79
PI;190
PI;135
PI;147
PI;60
PI;162
PI;269
PI;76
PI;265
PI;54
PI;126
PI;180
PI;427
PI;334
PI;230
PI;316
PI;247
PI;737
PI;1621
PI;201
PI;102
PI;178
PI;322
PI;62
PI;108
PI;173
PI;144
PI;594
PI;1248
PI;3389
PI;23
PI;377
PI;421
PI;844
PI;1342
PI;157
PI;403
PI;53
PI;175
PI;98321
PI;2130
PI;3668
PI;1759
PI;194
PI;467
PI;220
PI;261
PI;329
PR;913
PR;1261
PR;541
PR;9093
PR;200
PR;220
PR;906
PR;825
PR;1028
PR;704
PR;302
PR;1618
PR;342
PR;1913
PR;309
PR;2411
PR;379
PR;8270
PR;11435
PR;2744
PR;191
PR;1572
PR;23506
PR;162
PR;1273
PR;3905
PR;2710
PR;390
PR;1462
PR;4465
PR;1072
PR;203
PR;1143
PR;171
PR;1772
PR;1070
PR;378
PR;144
PR;421
PR;800
PR;1640
PR;404
PR;707
PR;362
PR;749
PR;425
PR;374
PR;319
PR;2033
PR;374
PR;1049
PR;2335
PR;10128
PR;749
PR;1330
PR;366
PR;4901
PR;317
PR;357
PR;16815
PR;3001
PR;10773
PR;889
PR;1192
PR;954
PR;2162
PR;1506
PR;3247
PR;570
PR;37291
PR;10211
PR;861
PR;876
PR;1123
PR;1313
PR;2307
PR;7232
PR;1743
PR;1751
PR;20645
PR;2101
PR;872
PR;649
PR;1997
PR;1757
PR;6151
PR;1168
PR;3046
PR;300
PR;856
PR;307
PR;2522
PR;375
PR;217
PR;164445
PR;1252
PR;547
PR;221
PR;321
PR;6121
PR;687
PR;538
PR;285
PR;631
PR;1170
PR;401
PR;275
PR;312
PR;164
PR;1919
PR;12761
PR;301
PR;444
PR;792
PR;480
PR;459
PR;941
PR;987
PR;291
PR;452
PR;38390
PR;492
PR;405
PR;14392
PR;450
PR;125
PR;1444
PR;388
PR;444
PR;3312
PR;370
PR;1059
PR;404
PR;215
PR;527
PR;1236
PR;18685
PR;646
PR;4371
PR;515
PR;2871
PR;424
PR;5833
PR;721
PR;464
PR;196
PR;1723
PR;3683
PR;868
PR;323
PR;772
PR;1070
PR;1112
PR;159
PR;6687
PR;785
PR;255
PR;1352
PR;710
PR;702
PR;1794
PR;3580
PR;242
PR;809
PR;2800
PR;418
PR;239
PR;426
PR;5417
PR;1782
PR;3790
PR;2617
PR;423
PR;495
PR;790
PR;789
PR;50
PR;1654
PR;767
PR;1705
PR;181
PR;758
PR;571
PR;1086
PR;3100
PR;293
PR;1796
PR;375
PR;343
PR;385
PR;1959
PR;490
PR;59189
PR;564
PR;295
PR;286
PR;616
PR;1006
PR;3275
PR;3786
PR;3141
PR;208
PR;1593
PR;1337
PR;5315
PR;474
PR;4559
PR;930
PR;494
PR;1163
PR;49117
PR;556
PR;540
PR;2020
PR;193
PR;598
PR;2725
PR;2964
PR;107
PR;762
PR;6233
PR;351
PR;123
PR;198
PR;1123
PR;638
PR;2041
PR;351
PR;442
PR;117
PR;380
PR;1233
PR;604
PR;1787
PR;566
PR;465
PR;771
PR;1228
PR;894
PR;747
PR;525
PR;666
PR;367
PR;192
PR;1823
PR;245
PR;750
PR;3975
PR;5967
PR;3462
PR;1051
PR;4588
PR;1872
PR;751
PR;20813
PR;220
PR;8652
PR;416
PR;8860
PR;457
PR;266
PR;1313
PR;668
PR;1175
PR;380
PR;1267
PR;15173
PR;120
PR;418
PR;1700
PR;2587
PR;11830
PR;2642
PR;328
PR;298
PR;1138
PR;37892
PR;2809
PR;1407
PR;418
PR;175
PR;319
PR;118
PR;143
PR;539
PR;561
PR;432
PR;2428
PR;222
PR;1131
PR;3093
PR;504
PR;3076
PR;1065
PR;533
PR;1594
PR;452
PR;300
PR;165
PR;1893
PR;1526
PR;681
PR;2676
PR;554
PR;955
PR;1259
PR;1218
PR;240
PR;823
PR;277
PR;5061
PR;1324
PR;6666
PR;700
PR;917
PR;380
PR;999
PR;453
PR;815
PR;1261
PR;343
PR;416
PR;677
PR;901
PR;3141
PR;141
PR;829
PR;973
PR;227
PR;690
PR;1092
PR;257
PR;1048
PR;2700
PR;723
PR;4744
PR;170
PR;253
PR;1504
PR;496
PR;986
PR;537
PR;1265
PR;471
PR;954
PR;379
PR;1037
PR;550
PR;862
PR;604
PR;309
PR;26071
PR;180
PR;2533
PR;3140
PR;569
PR;957
PR;163
PR;764
PR;503
PR;702
PR;9711
PR;681
PR;1829
PR;615
PR;545
PR;2283
PR;2719
PR;374
PR;872
PR;483
PR;1567
PR;497
PR;621
PR;13707
PR;2117
PR;651
PR;1571
PR;2340
PR;1715
PR;20751
PR;582
PR;1224
PR;612
PR;710
PR;763
PR;2071
PR;1248
PR;13215
PR;6408
PR;88
PR;618
PR;880
PR;932
PR;963
PR;221
PR;756
PR;1691
PR;402
RJ;13451
RJ;553
RJ;5740
RJ;1229
RJ;4345
RJ;695
RJ;5908
RJ;14959
RJ;20213
RJ;1525
RJ;3165
RJ;12536
RJ;2763
RJ;944
RJ;25880
RJ;2818
RJ;1481
RJ;1166
RJ;2088
RJ;4079
RJ;714
RJ;2003
RJ;2555
RJ;197
RJ;21569
RJ;1395
RJ;4700
RJ;4192
RJ;10183
RJ;5038
RJ;525
RJ;2329
RJ;6825
RJ;1759
RJ;1024
RJ;506
RJ;25012
RJ;982
RJ;11577
RJ;2640
RJ;8963
RJ;1875
RJ;3277
RJ;2434
RJ;2538
RJ;1065
RJ;3449
RJ;38936
RJ;19490
RJ;17707
RJ;2418
RJ;4588
RJ;2499
RJ;2498
RJ;11995
RJ;2783
RJ;3669
RJ;2102
RJ;1699
RJ;799
RJ;5549
RJ;2745
RJ;13032
RJ;5413
RJ;1446
RJ;171
RJ;11655
RJ;349605
RJ;236
RJ;4587
RJ;549
RJ;1569
RJ;48045
RJ;4069
RJ;9578
RJ;379
RJ;2037
RJ;4565
RJ;489
RJ;2825
RJ;2596
RJ;2179
RJ;1476
RJ;1060
RJ;3150
RJ;24424
RJ;586
RJ;9562
RJ;3364
RJ;2156
RJ;2260
RJ;30979
RN;1001
RN;6074
RN;687
RN;252
RN;1481
RN;415
RN;2044
RN;829
RN;632
RN;5787
RN;2380
RN;963
RN;341
RN;1099
RN;102
RN;148
RN;152
RN;765
RN;1239
RN;400
RN;267
RN;10453
RN;594
RN;618
RN;1406
RN;2285
RN;770
RN;1069
RN;2843
RN;361
RN;264
RN;440
RN;1398
RN;3296
RN;583
RN;612
RN;290
RN;583
RN;3368
RN;965
RN;388
RN;1375
RN;298
RN;711
RN;308
RN;2607
RN;1140
RN;1116
RN;1633
RN;340
RN;1144
RN;269
RN;602
RN;364
RN;751
RN;620
RN;575
RN;242
RN;274
RN;133
RN;2164
RN;1626
RN;2458
RN;156
RN;494
RN;2523
RN;546
RN;302
RN;312
RN;203
RN;707
RN;452
RN;809
RN;374
RN;484
RN;480
RN;4588
RN;1369
RN;219
RN;766
RN;362
RN;518
RN;394
RN;562
RN;1117
RN;180
RN;23297
RN;71566
RN;1989
RN;1604
RN;597
RN;461
RN;466
RN;567
RN;434
RN;2297
RN;25837
RN;1199
RN;245
RN;1432
RN;3712
RN;322
RN;141
RN;316
RN;694
RN;1051
RN;312
RN;847
RN;574
RN;394
RN;423
RN;477
RN;463
RN;261
RN;195
RN;647
RN;377
RN;337
RN;110
RN;3933
RN;332
RN;684
RN;246
RN;1955
RN;217
RN;162
RN;406
RN;338
RN;7454
RN;745
RN;4289
RN;860
RN;503
RN;2355
RN;551
RN;989
RN;440
RN;818
RN;1012
RN;691
RN;248
RN;237
RN;538
RN;168
RN;456
RN;1298
RN;581
RN;522
RN;553
RN;194
RN;172
RN;664
RN;507
RN;977
RN;690
RN;615
RN;1560
RN;319
RN;1047
RN;315
RN;928
RN;1081
RN;324
RN;267
RN;838
RN;333
RN;210
RO;3814
RO;1428
RO;1784
RO;1067
RO;20834
RO;4544
RO;758
RO;804
RO;12970
RO;1117
RO;3695
RO;258
RO;2368
RO;1355
RO;2052
RO;708
RO;1559
RO;1852
RO;3116
RO;605
RO;5351
RO;1334
RO;7220
RO;17453
RO;6327
RO;487
RO;989
RO;1613
RO;1721
RO;3217
RO;824
RO;588
RO;4429
RO;349
RO;5848
RO;410
RO;80180
RO;3280
RO;171
RO;564
RO;6127
RO;881
RO;433
RO;2044
RO;2291
RO;1302
RO;518
RO;765
RO;1177
RO;1101
RO;750
RO;12635
RR;1344
RR;1007
RR;82630
RR;2227
RR;2059
RR;2422
RR;1848
RR;1098
RR;2074
RR;472
RR;2169
RR;2894
RR;1325
RR;557
RR;1151
RS;319
RS;462
RS;1533
RS;980
RS;270
RS;8391
RS;346
RS;298
RS;305
RS;189
RS;245
RS;19465
RS;280
RS;638
RS;101
RS;576
RS;2394
RS;175
RS;973
RS;362
RS;2905
RS;173
RS;1030
RS;1048
RS;889
RS;1721
RS;773
RS;674
RS;212
RS;8930
RS;672
RS;554
RS;657
RS;412
RS;111
RS;361
RS;1017
RS;93
RS;498
RS;408
RS;622
RS;154
RS;16335
RS;175
RS;720
RS;144
RS;248
RS;286
RS;799
RS;1709
RS;117
RS;957
RS;562
RS;388
RS;229
RS;317
RS;402
RS;1885
RS;3210
RS;455
RS;8782
RS;13237
RS;484
RS;218
RS;531
RS;6354
RS;358
RS;294
RS;189
RS;535
RS;559
RS;9423
RS;501
RS;433
RS;3171
RS;482
RS;1040
RS;5695
RS;2916
RS;38526
RS;107
RS;210
RS;7530
RS;218
RS;1218
RS;1115
RS;401
RS;784
RS;758
RS;8538
RS;3687
RS;153
RS;1159
RS;354
RS;870
RS;49657
RS;180
RS;238
RS;267
RS;233
RS;687
RS;1357
RS;1141
RS;4524
RS;290
RS;383
RS;382
RS;118
RS;1340
RS;645
RS;536
RS;515
RS;854
RS;1241
RS;144
RS;117
RS;359
RS;682
RS;103
RS;603
RS;294
RS;524
RS;743
RS;137
RS;7665
RS;121
RS;1194
RS;613
RS;274
RS;48
RS;163
RS;3734
RS;188
RS;393
RS;452
RS;3420
RS;280
RS;86
RS;293
RS;330
RS;4643
RS;2288
RS;1949
RS;101
RS;199
RS;1308
RS;255
RS;12045
RS;205
RS;269
RS;506
RS;203
RS;243
RS;2009
RS;786
RS;5307
RS;10041
RS;3533
RS;179
RS;300
RS;400
RS;6537
RS;503
RS;244
RS;355
RS;1972
RS;3383
RS;127
RS;738
RS;403
RS;184
RS;565
RS;4509
RS;4498
RS;124
RS;416
RS;652
RS;159
RS;2142
RS;1491
RS;525
RS;7927
RS;200
RS;304
RS;19454
RS;195
RS;7071
RS;3663
RS;348
RS;524
RS;367
RS;185
RS;2093
RS;340
RS;178
RS;225
RS;631
RS;1011
RS;314
RS;4286
RS;3147
RS;9917
RS;301
RS;3081
RS;278
RS;478
RS;66
RS;795
RS;126
RS;458
RS;448
RS;60
RS;182
RS;3257
RS;68
RS;203
RS;48
RS;2901
RS;206
RS;105
RS;310
RS;2491
RS;734
RS;523
RS;143
RS;702
RS;1812
RS;33
RS;233
RS;3600
RS;478
RS;13421
RS;245
RS;299
RS;356
RS;799
RS;168
RS;364
RS;635
RS;396
RS;419
RS;636
RS;227
RS;6546
RS;195
RS;203
RS;183
RS;284
RS;373
RS;343
RS;741
RS;60
RS;499
RS;485
RS;515
RS;246
RS;72
RS;215
RS;8102
RS;319
RS;351
RS;263
RS;692
RS;574
RS;736
RS;120
RS;200
RS;2372
RS;77
RS;1644
RS;596
RS;1028
RS;1622
RS;288
RS;435
RS;309
RS;853
RS;2313
RS;321
RS;493
RS;2782
RS;2392
RS;204
RS;321
RS;1249
RS;770
RS;478
RS;25407
RS;147
RS;81
RS;170
RS;8406
RS;479
RS;1097
RS;3677
RS;793
RS;5467
RS;896
RS;1241
RS;535
RS;537
RS;7118
RS;238
RS;554
RS;30409
RS;200
RS;543
RS;96
RS;592
RS;381
RS;29486
RS;392
RS;228
RS;181
RS;149
RS;294
RS;1103
RS;239
RS;142
RS;767
RS;565
RS;243
RS;302
RS;144
RS;2573
RS;130706
RS;267
RS;173
RS;107
RS;1641
RS;143
RS;416
RS;564
RS;86
RS;603
RS;1818
RS;89
RS;185
RS;539
RS;890
RS;157
RS;1097
RS;236
RS;16220
RS;1879
RS;498
RS;944
RS;401
RS;200
RS;3326
RS;1055
RS;630
RS;590
RS;3438
RS;418
RS;330
RS;967
RS;314
RS;623
RS;2660
RS;8772
RS;1101
RS;507
RS;469
RS;15107
RS;111
RS;31534
RS;579
RS;11951
RS;202
RS;2824
RS;192
RS;5556
RS;5831
RS;4839
RS;216
RS;140
RS;139
RS;1225
RS;1294
RS;164
RS;8640
RS;422
RS;1306
RS;1496
RS;7354
RS;1006
RS;796
RS;359
RS;361
RS;282
RS;139
RS;539
RS;433
RS;725
RS;868
RS;229
RS;573
RS;21907
RS;2584
RS;3369
RS;2689
RS;671
RS;81
RS;677
RS;46
RS;508
RS;265
RS;270
RS;321
RS;1371
RS;2980
RS;1098
RS;228
RS;267
RS;108
RS;292
RS;384
RS;11750
RS;12638
RS;3279
RS;1957
RS;221
RS;590
RS;656
RS;321
RS;441
RS;2403
RS;190
RS;582
RS;578
RS;90
RS;343
RS;165
RS;814
RS;1412
RS;3285
RS;515
RS;4240
RS;1359
RS;756
RS;4982
RS;3092
RS;495
RS;168
RS;1510
RS;387
RS;4274
RS;361
RS;213
RS;299
RS;5513
RS;5631
RS;182
RS;165
RS;1073
RS;2708
RS;2770
RS;386
RS;492
RS;2462
RS;745
RS;1813
RS;701
RS;221
RS;79
RS;2248
RS;556
RS;1010
RS;193
RS;75
RS;64
RS;140
RS;9786
RS;7019
RS;573
RS;605
RS;190
RS;286
RS;8983
RS;2652
RS;3536
RS;231
RS;339
RS;8188
RS;176
RS;356
RS;645
RS;257
RS;606
RS;187
RS;258
RS;95
RS;221
RS;277
RS;312
RS;880
SC;394
SC;1427
SC;1468
SC;616
SC;1190
SC;432
SC;497
SC;703
SC;661
SC;168
SC;629
SC;507
SC;1136
SC;315
SC;1534
SC;809
SC;395
SC;3438
SC;9849
SC;1373
SC;577
SC;291
SC;1127
SC;414
SC;786
SC;1966
SC;1378
SC;23603
SC;1217
SC;4499
SC;1319
SC;302
SC;173
SC;3953
SC;79
SC;249
SC;983
SC;10707
SC;49273
SC;370
SC;585
SC;396
SC;181
SC;717
SC;3378
SC;880
SC;7930
SC;602
SC;262
SC;25834
SC;5587
SC;595
SC;34
SC;11966
SC;1194
SC;739
SC;1082
SC;5488
SC;1244
SC;5999
SC;154
SC;4590
SC;4222
SC;1787
SC;498
SC;416
SC;142
SC;333
SC;34742
SC;3231
SC;13394
SC;555
SC;1585
SC;183
SC;1253
SC;1679
SC;35023
SC;908
SC;191
SC;4450
SC;864
SC;1770
SC;460
SC;412
SC;644
SC;335
SC;778
SC;1688
SC;137
SC;76190
SC;360
SC;5204
SC;4407
SC;318
SC;364
SC;3165
SC;1935
SC;7886
SC;2460
SC;1192
SC;2090
SC;3415
SC;1519
SC;6214
SC;488
SC;761
SC;4145
SC;208
SC;483
SC;1494
SC;6649
SC;1736
SC;1023
SC;6532
SC;569
SC;9016
SC;280
SC;406
SC;591
SC;1020
SC;748
SC;424
SC;1528
SC;284
SC;689
SC;955
SC;2520
SC;30148
SC;11570
SC;2038
SC;3156
SC;3131
SC;890
SC;1291
SC;3146
SC;28717
SC;361
SC;5934
SC;93010
SC;586
SC;256
SC;427
SC;25090
SC;4990
SC;231
SC;1049
SC;2252
SC;1047
SC;256
SC;876
SC;1069
SC;1947
SC;982
SC;135
SC;4762
SC;333
SC;444
SC;1091
SC;4359
SC;241
SC;2312
SC;163
SC;1129
SC;298
SC;379
SC;972
SC;1169
SC;786
SC;3221
SC;522
SC;8828
SC;621
SC;384
SC;1800
SC;2677
SC;172
SC;4816
SC;3238
SC;1507
SC;317
SC;205
SC;160
SC;27296
SC;916
SC;307
SC;1619
SC;918
SC;69
SC;1145
SC;291
SC;1227
SC;676
SC;5037
SC;404
SC;1706
SC;651
SC;3110
SC;521
SC;550
SC;263
SC;4865
SC;509
SC;291
SC;1197
SC;2670
SC;3915
SC;1667
SC;1085
SC;431
SC;1668
SC;119
SC;371
SC;1425
SC;418
SC;520
SC;538
SC;699
SC;8479
SC;931
SC;738
SC;4924
SC;223
SC;487
SC;1437
SC;363
SC;761
SC;220
SC;658
SC;1723
SC;1231
SC;83
SC;300
SC;1156
SC;369
SC;297
SC;139
SC;3594
SC;8028
SC;306
SC;449
SC;750
SC;166
SC;1104
SC;6620
SC;4504
SC;612
SC;471
SC;973
SC;2769
SC;33308
SC;1674
SC;654
SC;901
SC;2766
SC;730
SC;258
SC;4683
SC;719
SC;914
SC;3171
SC;2597
SC;274
SC;1186
SC;3443
SC;496
SC;2096
SC;1305
SC;305
SC;6224
SC;833
SC;6519
SC;694
SC;1997
SC;778
SC;1111
SC;875
SC;1141
SC;19561
SC;1006
SC;1943
SC;341
SC;717
SC;228
SC;3460
SC;302
SC;488
SC;758
SC;494
SC;9766
SC;370
SC;281
SC;9285
SC;358
SC;4002
SC;791
SE;215
SE;2110
SE;114897
SE;1163
SE;1830
SE;6591
SE;2415
SE;410
SE;2001
SE;293
SE;2009
SE;2390
SE;2079
SE;916
SE;923
SE;550
SE;274
SE;824
SE;6856
SE;225
SE;1501
SE;436
SE;348
SE;451
SE;353
SE;417
SE;11733
SE;2627
SE;157
SE;2817
SE;1233
SE;357
SE;7087
SE;1710
SE;589
SE;275
SE;1004
SE;1049
SE;1098
SE;730
SE;268
SE;1231
SE;712
SE;2566
SE;1912
SE;390
SE;16780
SE;746
SE;238
SE;605
SE;282
SE;647
SE;967
SE;1814
SE;1524
SE;3077
SE;1384
SE;691
SE;1525
SE;798
SE;1501
SE;691
SE;336
SE;565
SE;600
SE;9191
SE;810
SE;297
SE;393
SE;2882
SE;782
SE;356
SE;4037
SE;1003
SE;1946
SP;3057
SP;460
SP;2687
SP;534
SP;1707
SP;392
SP;288
SP;3515
SP;508
SP;235
SP;169
SP;807
SP;332
SP;1348
SP;443
SP;1798
SP;148
SP;136
SP;19984
SP;3611
SP;848
SP;5788
SP;305
SP;5731
SP;2437
SP;240
SP;206
SP;2192
SP;714
SP;1249
SP;1541
SP;24380
SP;2325
SP;298
SP;448
SP;202
SP;19610
SP;14846
SP;132
SP;862
SP;289
SP;1144
SP;622
SP;4206
SP;6924
SP;134
SP;10051
SP;10049
SP;1802
SP;355
SP;847
SP;8972
SP;3006
SP;340
SP;1497
SP;954
SP;368
SP;457
SP;2520
SP;3013
SP;283
SP;565
SP;13563
SP;1482
SP;27465
SP;1288
SP;2792
SP;43084
SP;3636
SP;301
SP;637
SP;5327
SP;828
SP;13687
SP;1310
SP;1000
SP;1212
SP;687
SP;5267
SP;1948
SP;154
SP;104
SP;865
SP;1409
SP;214
SP;12941
SP;15898
SP;485
SP;342
SP;2565
SP;655
SP;2320
SP;2182
SP;262
SP;366
SP;3423
SP;7496
SP;2312
SP;1223
SP;703
SP;100
SP;7588
SP;316
SP;4233
SP;3117
SP;888
SP;1027
SP;511
SP;88844
SP;4723
SP;4365
SP;272
SP;678
SP;196
SP;3794
SP;126
SP;745
SP;4496
SP;1332
SP;4032
SP;15480
SP;28222
SP;897
SP;2427
SP;202
SP;1968
SP;11972
SP;732
SP;962
SP;1441
SP;5093
SP;1690
SP;1147
SP;877
SP;850
SP;1202
SP;511
SP;2050
SP;2002
SP;4256
SP;551
SP;432
SP;373
SP;6414
SP;611
SP;12565
SP;1660
SP;1008
SP;149
SP;5596
SP;12153
SP;769
SP;3123
SP;23158
SP;153
SP;1188
SP;509
SP;1377
SP;174
SP;667
SP;4813
SP;818
SP;1137
SP;694
SP;1145
SP;1186
SP;465
SP;98
SP;9028
SP;4474
SP;343
SP;2259
SP;4146
SP;278
SP;668
SP;1150
SP;294
SP;301
SP;1150
SP;764
SP;8811
SP;196
SP;9175
SP;115
SP;185
SP;1145
SP;272
SP;29289
SP;9959
SP;10840
SP;232
SP;441
SP;4005
SP;155
SP;1181
SP;832
SP;954
SP;376
SP;1232
SP;470
SP;4217
SP;1749
SP;1969
SP;1644
SP;714
SP;936
SP;153
SP;255
SP;3447
SP;1716
SP;7597
SP;3014
SP;3652
SP;19915
SP;55955
SP;326
SP;456
SP;891
SP;1682
SP;18132
SP;1181
SP;327
SP;261
SP;3150
SP;1527
SP;620
SP;8787
SP;4096
SP;1048
SP;801
SP;1778
SP;1265
SP;1871
SP;2184
SP;1138
SP;2262
SP;6475
SP;21380
SP;216
SP;287
SP;415
SP;1766
SP;2421
SP;581
SP;898
SP;392
SP;1552
SP;3974
SP;807
SP;639
SP;2050
SP;2278
SP;1906
SP;488
SP;5220
SP;235
SP;7119
SP;14634
SP;7021
SP;10401
SP;6845
SP;505
SP;4932
SP;1283
SP;1260
SP;230
SP;16180
SP;5241
SP;1178
SP;9191
SP;2230
SP;1293
SP;264
SP;542
SP;15890
SP;5242
SP;1476
SP;482
SP;6307
SP;20859
SP;800
SP;1497
SP;4669
SP;5523
SP;334
SP;6371
SP;3540
SP;2183
SP;7956
SP;240
SP;918
SP;553
SP;4809
SP;185
SP;414
SP;42009
SP;1502
SP;1611
SP;1705
SP;183
SP;3806
SP;833
SP;283
SP;11056
SP;10992
SP;15821
SP;654
SP;8160
SP;4358
SP;234
SP;3648
SP;1403
SP;174
SP;1603
SP;208
SP;244
SP;191
SP;2563
SP;608
SP;327
SP;202
SP;3468
SP;6059
SP;724
SP;87
SP;1779
SP;413
SP;200
SP;24565
SP;172
SP;1147
SP;4410
SP;23926
SP;774
SP;294
SP;143
SP;976
SP;1141
SP;306
SP;1937
SP;1867
SP;775
SP;7519
SP;433
SP;5140
SP;26570
SP;14985
SP;8561
SP;366
SP;215
SP;1452
SP;534
SP;4661
SP;2559
SP;2057
SP;503
SP;4903
SP;220
SP;4244
SP;904
SP;327
SP;327
SP;193
SP;742
SP;167
SP;1325
SP;1177
SP;1107
SP;431
SP;944
SP;712
SP;193
SP;56
SP;675
SP;2620
SP;197
SP;370
SP;305
SP;5317
SP;284
SP;4825
SP;340
SP;327
SP;89
SP;8599
SP;763
SP;297
SP;1198
SP;4022
SP;37642
SP;259
SP;3424
SP;11408
SP;471
SP;1058
SP;1102
SP;599
SP;1251
SP;638
SP;2400
SP;1121
SP;3926
SP;1127
SP;434
SP;1618
SP;381
SP;1127
SP;679
SP;2093
SP;373
SP;840
SP;425
SP;12985
SP;125
SP;599
SP;3742
SP;173
SP;199
SP;265
SP;3314
SP;375
SP;373
SP;5740
SP;1955
SP;944
SP;5696
SP;607
SP;3960
SP;2454
SP;10073
SP;1156
SP;713
SP;203
SP;310
SP;2796
SP;52034
SP;1570
SP;1909
SP;1443
SP;1379
SP;2289
SP;7729
SP;762
SP;4445
SP;546
SP;276
SP;6600
SP;632
SP;834
SP;273
SP;4715
SP;178
SP;291
SP;173
SP;767
SP;6706
SP;5304
SP;1611
SP;2424
SP;172
SP;1672
SP;18123
SP;695
SP;248
SP;1125
SP;2535
SP;25114
SP;2765
SP;4755
SP;157
SP;1075
SP;303
SP;892
SP;482
SP;877
SP;3562
SP;98
SP;603
SP;282
SP;5805
SP;491
SP;327
SP;809
SP;1328
SP;253
SP;540
SP;69
SP;357
SP;7595
SP;63287
SP;375
SP;413
SP;343
SP;11011
SP;2785
SP;1935
SP;1686
SP;473
SP;1080
SP;1309
SP;143
SP;338
SP;263
SP;196
SP;414
SP;1594
SP;514
SP;294
SP;716
SP;9348
SP;3433
SP;726
SP;275
SP;1383
SP;570
SP;17694
SP;917
SP;210
SP;551
SP;179
SP;3448
SP;5073
SP;488
SP;3773
SP;3192
SP;5294
SP;603
SP;617
SP;160
SP;250
SP;1486
SP;1917
SP;174
SP;43
SP;12505
SP;1272
SP;55797
SP;695
SP;2588
SP;528
SP;436
SP;526
SP;155
SP;483
SP;53317
SP;623
SP;64918
SP;16404
SP;20613
SP;199
SP;6672
SP;153
SP;134
SP;121
SP;5387
SP;266
SP;258
SP;2522
SP;79222
SP;78135
SP;641
SP;71
SP;4617
SP;1700
SP;821875
SP;4147
SP;557
SP;5627
SP;7430
SP;956
SP;819
SP;16595
SP;324
SP;107
SP;129
SP;1070
SP;2370
SP;4154
SP;14746
SP;1621
SP;2028
SP;405
SP;3544
SP;59577
SP;828
SP;21374
SP;301
SP;19340
SP;1472
SP;1627
SP;16712
SP;555
SP;1710
SP;309
SP;786
SP;2057
SP;3664
SP;549
SP;1295
SP;321
SP;5188
SP;2977
SP;312
SP;636
SP;1496
SP;5740
SP;23293
SP;129
SP;2141
SP;841
SP;3192
SP;116
SP;100
SP;1042
SP;92
SP;2287
SP;611
SP;169
SP;5606
SP;1373
SP;169
SP;158
SP;878
SP;6027
SP;331
SP;1197
SP;171
SP;1076
SP;142
SP;693
SP;1701
