estado;casos
Minas Gerais;153
Minas Gerais;2348
Minas Gerais;294
Minas Gerais;1633
Minas Gerais;248
Minas Gerais;1087
Minas Gerais;901
Minas Gerais;3151
Minas Gerais;155
Minas Gerais;211
Minas Gerais;1017
Minas Gerais;715
Minas Gerais;465
Minas Gerais;393
Minas Gerais;730
Minas Gerais;174
Minas Gerais;593
Minas Gerais;743
Minas Gerais;1506
Minas Gerais;10
Minas Gerais;310
Minas Gerais;828
Minas Gerais;63
Minas Gerais;425
Minas Gerais;1111
Minas Gerais;1552
Minas Gerais;1200
Minas Gerais;1000
Minas Gerais;4337
Minas Gerais;355
Minas Gerais;1180
Minas Gerais;2430
Minas Gerais;36459
Minas Gerais;114
Minas Gerais;571
Minas Gerais;109
Minas Gerais;159
Minas Gerais;529
Minas Gerais;9944
Minas Gerais;1792
Minas Gerais;1423
Minas Gerais;172
Minas Gerais;3926
Minas Gerais;540
Minas Gerais;176
Minas Gerais;347
Minas Gerais;405
Minas Gerais;1937
Minas Gerais;260
Minas Gerais;382
Minas Gerais;1790
Minas Gerais;16068
Minas Gerais;431
Minas Gerais;1655
Minas Gerais;379
Minas Gerais;1255
Minas Gerais;4627
Minas Gerais;262
Minas Gerais;1532
Minas Gerais;536
Minas Gerais;95
Minas Gerais;56
Minas Gerais;122
Minas Gerais;160
Minas Gerais;4147
Minas Gerais;87
Minas Gerais;144
Minas Gerais;313
Minas Gerais;271
Minas Gerais;3990
Minas Gerais;2171
Minas Gerais;5106
Minas Gerais;321
Minas Gerais;260
Minas Gerais;1022
Minas Gerais;137
Minas Gerais;176
Minas Gerais;606
Minas Gerais;59
Minas Gerais;360
Minas Gerais;372
Minas Gerais;1462
Minas Gerais;5236
Minas Gerais;8988
Minas Gerais;1609
Minas Gerais;1332
Minas Gerais;1691
Minas Gerais;1562
Minas Gerais;925
Minas Gerais;107
Minas Gerais;90
Minas Gerais;8708
Minas Gerais;238
Minas Gerais;14619
Minas Gerais;8178
Minas Gerais;364
Minas Gerais;349
Minas Gerais;173
Minas Gerais;410
Minas Gerais;720
Minas Gerais;1332
Minas Gerais;354
Minas Gerais;125
Minas Gerais;230
Minas Gerais;159
Minas Gerais;362
Minas Gerais;194
Minas Gerais;402
Minas Gerais;5001
Minas Gerais;25
Minas Gerais;177
Minas Gerais;308
Minas Gerais;969
Minas Gerais;1347
Minas Gerais;1588
Minas Gerais;595
Minas Gerais;389
Minas Gerais;126
Minas Gerais;633
Minas Gerais;204
Minas Gerais;344
Minas Gerais;83
Minas Gerais;441
Minas Gerais;258
Minas Gerais;94
Minas Gerais;117
Minas Gerais;632
Minas Gerais;508
Minas Gerais;382
Minas Gerais;809
Minas Gerais;2241
Minas Gerais;5106
Minas Gerais;1465
Minas Gerais;2058
Minas Gerais;3281
Minas Gerais;1568
Minas Gerais;1115
Minas Gerais;11263
Minas Gerais;585
Minas Gerais;3133
Minas Gerais;6133
Minas Gerais;255
Minas Gerais;361
Minas Gerais;1958
Minas Gerais;708
Minas Gerais;874
Minas Gerais;19423
Minas Gerais;771
Minas Gerais;760
Minas Gerais;2760
Minas Gerais;517
Minas Gerais;268
Minas Gerais;223
Minas Gerais;144
Minas Gerais;165
Minas Gerais;809
Minas Gerais;526
Minas Gerais;129
Minas Gerais;106
Minas Gerais;1934
Minas Gerais;2152
Minas Gerais;576
Minas Gerais;339
Minas Gerais;607
Minas Gerais;1798
Minas Gerais;281
Minas Gerais;420
Minas Gerais;347
Minas Gerais;16616
Minas Gerais;345
Minas Gerais;1017
Minas Gerais;1009
Minas Gerais;310
Minas Gerais;276
Minas Gerais;258
Minas Gerais;436
Minas Gerais;443
Minas Gerais;1549
Minas Gerais;1071
Minas Gerais;1464
Minas Gerais;1095
Minas Gerais;360
Minas Gerais;204
Minas Gerais;232
Minas Gerais;210
Minas Gerais;875
Minas Gerais;342
Minas Gerais;203
Minas Gerais;115
Minas Gerais;845
Minas Gerais;5146
Minas Gerais;573
Minas Gerais;2321
Minas Gerais;2891
Minas Gerais;420
Minas Gerais;2808
Minas Gerais;575
Minas Gerais;159
Minas Gerais;153
Minas Gerais;699
Minas Gerais;45
Minas Gerais;421
Minas Gerais;345
Minas Gerais;233
Minas Gerais;485
Minas Gerais;1044
Minas Gerais;7877
Minas Gerais;873
Minas Gerais;860
Minas Gerais;595
Minas Gerais;878
Minas Gerais;850
Minas Gerais;33
Minas Gerais;282
Minas Gerais;740
Minas Gerais;844
Minas Gerais;2811
Minas Gerais;56
Minas Gerais;2039
Minas Gerais;517
Minas Gerais;579
Minas Gerais;549
Minas Gerais;306
Minas Gerais;35
Minas Gerais;236
Minas Gerais;750
Minas Gerais;6262
Minas Gerais;328
Minas Gerais;105
Minas Gerais;1027
Minas Gerais;328
Minas Gerais;400
Minas Gerais;111
Minas Gerais;741
Minas Gerais;3275
Minas Gerais;316
Minas Gerais;106
Minas Gerais;124
Minas Gerais;3873
Minas Gerais;155
Minas Gerais;302
Minas Gerais;550
Minas Gerais;883
Minas Gerais;206
Minas Gerais;1221
Minas Gerais;371
Minas Gerais;677
Minas Gerais;361
Minas Gerais;930
Minas Gerais;254
Minas Gerais;168
Minas Gerais;366
Minas Gerais;527
Minas Gerais;1197
Minas Gerais;179
Minas Gerais;2154
Minas Gerais;3027
Minas Gerais;1014
Minas Gerais;145
Minas Gerais;262
Minas Gerais;535
Minas Gerais;398
Minas Gerais;7101
Minas Gerais;707
Minas Gerais;778
Minas Gerais;753
Minas Gerais;39
Minas Gerais;1554
Minas Gerais;812
Minas Gerais;1856
Minas Gerais;1642
Minas Gerais;578
Minas Gerais;2247
Minas Gerais;403
Minas Gerais;199
Minas Gerais;186
Minas Gerais;317
Minas Gerais;386
Minas Gerais;214
Minas Gerais;201
Minas Gerais;4780
Minas Gerais;366
Minas Gerais;294
Minas Gerais;232
Minas Gerais;408
Minas Gerais;208
Minas Gerais;671
Minas Gerais;455
Minas Gerais;205
Minas Gerais;421
Minas Gerais;332
Minas Gerais;418
Minas Gerais;5216
Minas Gerais;124
Minas Gerais;261
Minas Gerais;631
Minas Gerais;388
Minas Gerais;239
Minas Gerais;219
Minas Gerais;452
Minas Gerais;430
Minas Gerais;1914
Minas Gerais;144
Minas Gerais;753
Minas Gerais;141
Minas Gerais;371
Minas Gerais;163
Minas Gerais;173
Minas Gerais;227
Minas Gerais;87
Minas Gerais;281
Minas Gerais;584
Minas Gerais;75
Minas Gerais;90
Minas Gerais;52
Minas Gerais;1268
Minas Gerais;484
Minas Gerais;537
Minas Gerais;170
Minas Gerais;27
Minas Gerais;1077
Minas Gerais;20428
Minas Gerais;186
Minas Gerais;81
Minas Gerais;274
Minas Gerais;262
Minas Gerais;1051
Minas Gerais;263
Minas Gerais;305
Minas Gerais;286
Minas Gerais;2774
Minas Gerais;308
Minas Gerais;385
Minas Gerais;57
Minas Gerais;247
Minas Gerais;516
Minas Gerais;746
Minas Gerais;12189
Minas Gerais;10776
Minas Gerais;449
Minas Gerais;338
Minas Gerais;2161
Minas Gerais;257
Minas Gerais;618
Minas Gerais;858
Minas Gerais;7600
Minas Gerais;2083
Minas Gerais;6116
Minas Gerais;468
Minas Gerais;2705
Minas Gerais;1046
Minas Gerais;190
Minas Gerais;12981
Minas Gerais;171
Minas Gerais;1408
Minas Gerais;31454
Minas Gerais;98665
Minas Gerais;266
Minas Gerais;10737
Minas Gerais;276
Minas Gerais;141
Minas Gerais;940
Minas Gerais;440
Minas Gerais;374
Minas Gerais;115
Minas Gerais;427
Minas Gerais;12615
Minas Gerais;673
Minas Gerais;3455
Minas Gerais;707
Minas Gerais;2649
Minas Gerais;467
Minas Gerais;161
Minas Gerais;134
Minas Gerais;323
Minas Gerais;5670
Minas Gerais;7333
Minas Gerais;345
Minas Gerais;549
Minas Gerais;539
Minas Gerais;540
Minas Gerais;327
Minas Gerais;4066
Minas Gerais;404
Minas Gerais;173
Mato Grosso do Sul;2217
Mato Grosso do Sul;311
Mato Grosso do Sul;2929
Mato Grosso do Sul;2256
Mato Grosso do Sul;484
Mato Grosso do Sul;1172
Mato Grosso do Sul;476
Mato Grosso do Sul;3330
Mato Grosso do Sul;4889
Mato Grosso do Sul;498
Mato Grosso do Sul;549
Mato Grosso do Sul;2992
Mato Grosso do Sul;993
Mato Grosso do Sul;942
Mato Grosso do Sul;447
Mato Grosso do Sul;2847
Mato Grosso do Sul;1076
Mato Grosso do Sul;3878
Mato Grosso do Sul;781
Mato Grosso do Sul;112426
Mato Grosso do Sul;347
Mato Grosso do Sul;2677
Mato Grosso do Sul;3787
Mato Grosso do Sul;229
Mato Grosso do Sul;928
Mato Grosso do Sul;14264
Mato Grosso do Sul;2895
Mato Grosso do Sul;3576
Mato Grosso do Sul;1749
Mato Grosso do Sul;979
Mato Grosso do Sul;593
Mato Grosso do Sul;34885
Mato Grosso do Sul;1248
Mato Grosso do Sul;2667
Mato Grosso do Sul;153
Mato Grosso do Sul;1139
Mato Grosso do Sul;849
Mato Grosso do Sul;862
Mato Grosso do Sul;944
Mato Grosso do Sul;1874
Mato Grosso do Sul;2011
Mato Grosso do Sul;4028
Mato Grosso do Sul;198
Mato Grosso do Sul;247
Mato Grosso do Sul;1701
Mato Grosso do Sul;449
Mato Grosso do Sul;603
Mato Grosso do Sul;2597
Mato Grosso do Sul;560
Mato Grosso do Sul;5598
Mato Grosso do Sul;2654
Mato Grosso do Sul;2160
Mato Grosso do Sul;8680
Mato Grosso do Sul;978
Mato Grosso do Sul;2031
Mato Grosso do Sul;3474
Mato Grosso do Sul;402
Mato Grosso do Sul;371
Mato Grosso do Sul;4084
Mato Grosso do Sul;491
Mato Grosso do Sul;567
Mato Grosso do Sul;8817
Mato Grosso do Sul;1284
Mato Grosso do Sul;1828
Mato Grosso do Sul;4638
Mato Grosso do Sul;459
Mato Grosso do Sul;1985
Mato Grosso do Sul;371
Mato Grosso do Sul;499
Mato Grosso do Sul;3687
Mato Grosso do Sul;506
Mato Grosso do Sul;682
Mato Grosso do Sul;4957
Mato Grosso do Sul;1354
Mato Grosso do Sul;714
Mato Grosso do Sul;256
Mato Grosso do Sul;1565
Mato Grosso do Sul;17113
Mato Grosso do Sul;884
Mato Grosso;484
Mato Grosso;2772
Mato Grosso;8279
Mato Grosso;1163
Mato Grosso;742
Mato Grosso;848
Mato Grosso;855
Mato Grosso;1415
Mato Grosso;1691
Mato Grosso;261
Mato Grosso;25
Mato Grosso;1903
Mato Grosso;1683
Mato Grosso;2693
Mato Grosso;356
Mato Grosso;2866
Mato Grosso;7801
Mato Grosso;991
Mato Grosso;1922
Mato Grosso;9359
Mato Grosso;1265
Mato Grosso;6433
Mato Grosso;5596
Mato Grosso;991
Mato Grosso;380
Mato Grosso;2833
Mato Grosso;1804
Mato Grosso;562
Mato Grosso;1647
Mato Grosso;1549
Mato Grosso;624
Mato Grosso;5093
Mato Grosso;2130
Mato Grosso;1703
Mato Grosso;3329
Mato Grosso;431
Mato Grosso;974
Mato Grosso;90308
Mato Grosso;285
Mato Grosso;569
Mato Grosso;2554
Mato Grosso;547
Mato Grosso;1684
Mato Grosso;304
Mato Grosso;943
Mato Grosso;651
Mato Grosso;322
Mato Grosso;3713
Mato Grosso;259
Mato Grosso;216
Mato Grosso;1093
Mato Grosso;618
Mato Grosso;774
Mato Grosso;558
Mato Grosso;3048
Mato Grosso;532
Mato Grosso;660
Mato Grosso;4380
Mato Grosso;3612
Mato Grosso;1311
Mato Grosso;1187
Mato Grosso;627
Mato Grosso;13308
Mato Grosso;123
Mato Grosso;1561
Mato Grosso;2116
Mato Grosso;3380
Mato Grosso;1658
Mato Grosso;797
Mato Grosso;1009
Mato Grosso;668
Mato Grosso;312
Mato Grosso;1229
Mato Grosso;890
Mato Grosso;7402
Mato Grosso;295
Mato Grosso;1383
Mato Grosso;519
Mato Grosso;575
Mato Grosso;2753
Mato Grosso;433
Mato Grosso;791
Mato Grosso;278
Mato Grosso;477
Mato Grosso;2441
Mato Grosso;2930
Mato Grosso;1744
Mato Grosso;2526
Pará;8716
Pará;943
Pará;1306
Pará;2966
Pará;1096
Pará;3296
Pará;3517
Pará;13313
Pará;1347
Pará;23511
Pará;1519
Pará;1990
Pará;1473
Pará;630
Pará;910
Pará;737
Pará;641
Pará;11005
Pará;101799
Pará;1423
Pará;3853
Pará;759
Pará;381
Pará;3968
Pará;1846
Pará;791
Pará;757
Pará;4012
Pará;1394
Pará;492
Pará;864
Pará;8669
Pará;8238
Pará;3322
Pará;2065
Pará;8014
Pará;504
Pará;512
Pará;3801
Pará;2494
Pará;781
Pará;2379
Pará;565
Pará;1844
Pará;2173
Pará;1882
Pará;570
Pará;1100
Pará;980
Pará;1345
Pará;1706
Pará;2209
Pará;2569
Pará;3067
Pará;331
Pará;2192
Pará;1339
Pará;10532
Pará;1479
Pará;2397
Pará;2078
Pará;4045
Pará;1605
Pará;1389
Pará;336
Pará;17132
Pará;751
Pará;960
Pará;2791
Pará;3077
Pará;511
Pará;3249
Pará;1967
Pará;1302
Pará;5311
Pará;854
Pará;1391
Pará;1080
Pará;1003
Pará;2454
Pará;1766
Pará;6313
Pará;1434
Pará;7868
Pará;393
Pará;5155
Pará;1980
Pará;661
Pará;8038
Pará;50220
Pará;709
Pará;333
Pará;678
Pará;1657
Pará;2685
Pará;2765
Pará;1303
Pará;1757
Pará;756
Pará;968
Pará;12789
Pará;2386
Pará;1390
Pará;3774
Pará;1128
Pará;1272
Pará;1191
Pará;173
Pará;2038
Pará;1419
Pará;847
Pará;1455
Pará;2863
Pará;18088
Pará;381
Pará;1850
Pará;1186
Pará;2398
Pará;960
Pará;4056
Pará;805
Pará;1376
Pará;72
Pará;320
Pará;75
Pará;3180
Pará;634
Pará;403
Pará;703
Pará;700
Pará;5729
Pará;598
Pará;1317
Pará;2005
Pará;697
Pará;1275
Pará;4739
Pará;6507
Pará;2467
Pará;2013
Pará;2778
Pará;1514
Pará;1887
Pará;4592
Paraíba;973
Paraíba;456
Paraíba;3711
Paraíba;970
Paraíba;1869
Paraíba;429
Paraíba;174
Paraíba;2115
Paraíba;163
Paraíba;887
Paraíba;1306
Paraíba;937
Paraíba;624
Paraíba;1234
Paraíba;149
Paraíba;320
Paraíba;1538
Paraíba;385
Paraíba;1265
Paraíba;1262
Paraíba;652
Paraíba;1512
Paraíba;455
Paraíba;502
Paraíba;6912
Paraíba;2027
Paraíba;506
Paraíba;251
Paraíba;383
Paraíba;711
Paraíba;149
Paraíba;357
Paraíba;448
Paraíba;1653
Paraíba;381
Paraíba;1561
Paraíba;648
Paraíba;1835
Paraíba;358
Paraíba;8488
Paraíba;758
Paraíba;51
Paraíba;1101
Paraíba;217
Paraíba;730
Paraíba;8494
Paraíba;165
Paraíba;526
Paraíba;419
Paraíba;33371
Paraíba;227
Paraíba;240
Paraíba;431
Paraíba;911
Paraíba;263
Paraíba;3797
Paraíba;296
Paraíba;861
Paraíba;467
Paraíba;2358
Paraíba;411
Paraíba;1558
Paraíba;105
Paraíba;968
Paraíba;392
Paraíba;1683
Paraíba;296
Paraíba;859
Paraíba;355
Paraíba;375
Paraíba;481
Paraíba;505
Paraíba;534
Paraíba;550
Paraíba;426
Paraíba;127
Paraíba;4739
Paraíba;452
Paraíba;308
Paraíba;590
Paraíba;8786
Paraíba;816
Paraíba;194
Paraíba;610
Paraíba;329
Paraíba;320
Paraíba;2703
Paraíba;2910
Paraíba;2376
Paraíba;2002
Paraíba;884
Paraíba;943
Paraíba;608
Paraíba;92845
Paraíba;94
Paraíba;892
Paraíba;596
Paraíba;413
Paraíba;1337
Paraíba;688
Paraíba;163
Paraíba;851
Paraíba;2152
Paraíba;393
Paraíba;690
Paraíba;368
Paraíba;944
Paraíba;262
Paraíba;369
Paraíba;4518
Paraíba;381
Paraíba;873
Paraíba;2048
Paraíba;351
Paraíba;1048
Paraíba;454
Paraíba;171
Paraíba;84
Paraíba;407
Paraíba;1049
Paraíba;287
Paraíba;446
Paraíba;3459
Paraíba;785
Paraíba;295
Paraíba;486
Paraíba;947
Paraíba;332
Paraíba;545
Paraíba;329
Paraíba;289
Paraíba;234
Paraíba;182
Paraíba;129
Paraíba;12329
Paraíba;1157
Paraíba;400
Paraíba;247
Paraíba;2377
Paraíba;270
Paraíba;2048
Paraíba;1630
Paraíba;996
Paraíba;187
Paraíba;631
Paraíba;668
Paraíba;1520
Paraíba;1108
Paraíba;155
Paraíba;229
Paraíba;5040
Paraíba;233
Paraíba;1925
Paraíba;653
Paraíba;3228
Paraíba;79
Paraíba;1159
Paraíba;182
Paraíba;430
Paraíba;227
Paraíba;87
Paraíba;670
Paraíba;2342
Paraíba;160
Paraíba;712
Paraíba;308
Paraíba;295
Paraíba;502
Paraíba;130
Paraíba;1858
Paraíba;8304
Paraíba;206
Paraíba;343
Paraíba;399
Paraíba;343
Paraíba;392
Paraíba;5395
Paraíba;244
Paraíba;165
Paraíba;170
Paraíba;395
Paraíba;1171
Paraíba;196
Paraíba;947
Paraíba;364
Paraíba;421
Paraíba;1982
Paraíba;191
Paraíba;125
Paraíba;175
Paraíba;670
Paraíba;93
Paraíba;429
Paraíba;705
Paraíba;512
Paraíba;890
Paraíba;216
Paraíba;357
Paraíba;2724
Paraíba;906
Paraíba;490
Paraíba;202
Paraíba;500
Paraíba;614
Paraíba;587
Paraíba;474
Paraíba;3565
Paraíba;1025
Paraíba;245
Paraíba;6727
Paraíba;2424
Paraíba;329
Paraíba;641
Paraíba;865
Paraíba;737
Paraíba;95
Paraíba;862
Paraíba;572
Paraíba;367
Paraíba;102
Paraíba;181
Paraíba;151
Paraíba;144
Pernambuco;3019
Pernambuco;4815
Pernambuco;858
Pernambuco;1623
Pernambuco;1441
Pernambuco;1593
Pernambuco;1150
Pernambuco;619
Pernambuco;1085
Pernambuco;553
Pernambuco;206
Pernambuco;621
Pernambuco;6359
Pernambuco;5469
Pernambuco;361
Pernambuco;758
Pernambuco;247
Pernambuco;656
Pernambuco;3527
Pernambuco;468
Pernambuco;3732
Pernambuco;1889
Pernambuco;1719
Pernambuco;1493
Pernambuco;889
Pernambuco;452
Pernambuco;644
Pernambuco;2023
Pernambuco;329
Pernambuco;2212
Pernambuco;7397
Pernambuco;2173
Pernambuco;556
Pernambuco;1474
Pernambuco;452
Pernambuco;625
Pernambuco;6418
Pernambuco;518
Pernambuco;831
Pernambuco;563
Pernambuco;1249
Pernambuco;2055
Pernambuco;200
Pernambuco;3891
Pernambuco;30289
Pernambuco;308
Pernambuco;1173
Pernambuco;1609
Pernambuco;448
Pernambuco;429
Pernambuco;1365
Pernambuco;281
Pernambuco;229
Pernambuco;446
Pernambuco;1954
Pernambuco;770
Pernambuco;1166
Pernambuco;861
Pernambuco;3825
Pernambuco;1353
Pernambuco;283
Pernambuco;995
Pernambuco;930
Pernambuco;1724
Pernambuco;1172
Pernambuco;424
Pernambuco;13114
Pernambuco;1101
Pernambuco;6529
Pernambuco;388
Pernambuco;4511
Pernambuco;699
Pernambuco;858
Pernambuco;244
Pernambuco;3196
Pernambuco;721
Pernambuco;964
Pernambuco;426
Pernambuco;422
Pernambuco;3108
Pernambuco;1069
Pernambuco;306
Pernambuco;896
Pernambuco;1452
Pernambuco;1168
Pernambuco;780
Pernambuco;535
Pernambuco;31251
Pernambuco;337
Pernambuco;954
Pernambuco;662
Pernambuco;616
Pernambuco;377
Pernambuco;660
Pernambuco;1030
Pernambuco;511
Pernambuco;1024
Pernambuco;1007
Pernambuco;516
Pernambuco;664
Pernambuco;1493
Pernambuco;2260
Pernambuco;2617
Pernambuco;1208
Pernambuco;642
Pernambuco;347
Pernambuco;325
Pernambuco;836
Pernambuco;550
Pernambuco;1755
Pernambuco;1065
Pernambuco;20214
Pernambuco;1063
Pernambuco;675
Pernambuco;2779
Pernambuco;3748
Pernambuco;196
Pernambuco;985
Pernambuco;484
Pernambuco;1213
Pernambuco;1376
Pernambuco;2624
Pernambuco;10010
Pernambuco;1078
Pernambuco;4448
Pernambuco;1597
Pernambuco;26755
Pernambuco;561
Pernambuco;1762
Pernambuco;291
Pernambuco;680
Pernambuco;417
Pernambuco;130007
Pernambuco;1165
Pernambuco;454
Pernambuco;892
Pernambuco;482
Pernambuco;206
Pernambuco;7310
Pernambuco;645
Pernambuco;1225
Pernambuco;863
Pernambuco;549
Pernambuco;7796
Pernambuco;464
Pernambuco;1042
Pernambuco;574
Pernambuco;962
Pernambuco;336
Pernambuco;2718
Pernambuco;1699
Pernambuco;853
Pernambuco;810
Pernambuco;1466
Pernambuco;2305
Pernambuco;2481
Pernambuco;4017
Pernambuco;1246
Pernambuco;9414
Pernambuco;1081
Pernambuco;2797
Pernambuco;843
Pernambuco;628
Pernambuco;4087
Pernambuco;2708
Pernambuco;464
Pernambuco;770
Pernambuco;560
Pernambuco;683
Pernambuco;485
Pernambuco;874
Pernambuco;3212
Pernambuco;1431
Pernambuco;202
Pernambuco;1774
Pernambuco;877
Pernambuco;843
Pernambuco;387
Pernambuco;1287
Pernambuco;479
Pernambuco;412
Pernambuco;1131
Pernambuco;729
Pernambuco;6367
Pernambuco;475
Piauí;195
Piauí;472
Piauí;1467
Piauí;342
Piauí;490
Piauí;624
Piauí;4289
Piauí;380
Piauí;1488
Piauí;787
Piauí;289
Piauí;405
Piauí;573
Piauí;121
Piauí;152
Piauí;327
Piauí;375
Piauí;2365
Piauí;131
Piauí;4757
Piauí;70
Piauí;682
Piauí;1043
Piauí;261
Piauí;454
Piauí;1147
Piauí;847
Piauí;157
Piauí;548
Piauí;271
Piauí;3340
Piauí;129
Piauí;346
Piauí;655
Piauí;576
Piauí;115
Piauí;1276
Piauí;616
Piauí;535
Piauí;58
Piauí;475
Piauí;397
Piauí;212
Piauí;111
Piauí;489
Piauí;493
Piauí;5268
Piauí;164
Piauí;1134
Piauí;739
Piauí;64
Piauí;358
Piauí;188
Piauí;574
Piauí;1433
Piauí;148
Piauí;1313
Piauí;457
Piauí;315
Piauí;245
Piauí;520
Piauí;412
Piauí;340
Piauí;103
Piauí;1690
Piauí;48
Piauí;665
Piauí;951
Piauí;297
Piauí;276
Piauí;313
Piauí;3086
Piauí;212
Piauí;442
Piauí;221
Piauí;228
Piauí;672
Piauí;289
Piauí;2684
Piauí;180
Piauí;164
Piauí;98
Piauí;7682
Piauí;71
Piauí;213
Piauí;454
Piauí;425
Piauí;728
Piauí;275
Piauí;517
Piauí;1154
Piauí;104
Piauí;511
Piauí;1030
Piauí;1148
Piauí;649
Piauí;675
Piauí;570
Piauí;143
Piauí;364
Piauí;1490
Piauí;220
Piauí;266
Piauí;206
Piauí;172
Piauí;1523
Piauí;542
Piauí;5255
Piauí;340
Piauí;144
Piauí;244
Piauí;356
Piauí;450
Piauí;926
Piauí;879
Piauí;93
Piauí;273
Piauí;914
Piauí;1536
Piauí;2599
Piauí;390
Piauí;475
Piauí;862
Piauí;368
Piauí;197
Piauí;629
Piauí;2019
Piauí;243
Piauí;243
Piauí;1484
Piauí;486
Piauí;949
Piauí;136
Piauí;866
Piauí;272
Piauí;352
Piauí;415
Piauí;417
Piauí;697
Piauí;145
Piauí;331
Piauí;236
Piauí;4452
Piauí;206
Piauí;497
Piauí;106
Piauí;87
Piauí;229
Piauí;310
Piauí;148
Piauí;262
Piauí;15301
Piauí;246
Piauí;326
Piauí;329
Piauí;1150
Piauí;312
Piauí;4073
Piauí;64
Piauí;7300
Piauí;921
Piauí;919
Piauí;2780
Piauí;10021
Piauí;530
Piauí;183
Piauí;147
Piauí;625
Piauí;483
Piauí;998
Piauí;113
Piauí;39
Piauí;743
Piauí;416
Piauí;778
Piauí;270
Piauí;79
Piauí;190
Piauí;135
Piauí;147
Piauí;60
Piauí;162
Piauí;269
Piauí;76
Piauí;265
Piauí;54
Piauí;126
Piauí;180
Piauí;427
Piauí;334
Piauí;230
Piauí;316
Piauí;247
Piauí;737
Piauí;1621
Piauí;201
Piauí;102
Piauí;178
Piauí;322
Piauí;62
Piauí;108
Piauí;173
Piauí;144
Piauí;594
Piauí;1248
Piauí;3389
Piauí;23
Piauí;377
Piauí;421
Piauí;844
Piauí;1342
Piauí;157
Piauí;403
Piauí;53
Piauí;175
Piauí;98321
Piauí;2130
Piauí;3668
Piauí;1759
Piauí;194
Piauí;467
Piauí;220
Piauí;261
Piauí;329
Paraná;913
Paraná;1261
Paraná;541
Paraná;9093
Paraná;200
Paraná;220
Paraná;906
Paraná;825
Paraná;1028
Paraná;704
Paraná;302
Paraná;1618
Paraná;342
Paraná;1913
Paraná;309
Paraná;2411
Paraná;379
Paraná;8270
Paraná;11435
Paraná;2744
Paraná;191
Paraná;1572
Paraná;23506
Paraná;162
Paraná;1273
Paraná;3905
Paraná;2710
Paraná;390
Paraná;1462
Paraná;4465
Paraná;1072
Paraná;203
Paraná;1143
Paraná;171
Paraná;1772
Paraná;1070
Paraná;378
Paraná;144
Paraná;421
Paraná;800
Paraná;1640
Paraná;404
Paraná;707
Paraná;362
Paraná;749
Paraná;425
Paraná;374
Paraná;319
Paraná;2033
Paraná;374
Paraná;1049
Paraná;2335
Paraná;10128
Paraná;749
Paraná;1330
Paraná;366
Paraná;4901
Paraná;317
Paraná;357
Paraná;16815
Paraná;3001
Paraná;10773
Paraná;889
Paraná;1192
Paraná;954
Paraná;2162
Paraná;1506
Paraná;3247
Paraná;570
Paraná;37291
Paraná;10211
Paraná;861
Paraná;876
Paraná;1123
Paraná;1313
Paraná;2307
Paraná;7232
Paraná;1743
Paraná;1751
Paraná;20645
Paraná;2101
Paraná;872
Paraná;649
Paraná;1997
Paraná;1757
Paraná;6151
Paraná;1168
Paraná;3046
Paraná;300
Paraná;856
Paraná;307
Paraná;2522
Paraná;375
Paraná;217
Paraná;164445
Paraná;1252
Paraná;547
Paraná;221
Paraná;321
Paraná;6121
Paraná;687
Paraná;538
Paraná;285
Paraná;631
Paraná;1170
Paraná;401
Paraná;275
Paraná;312
Paraná;164
Paraná;1919
Paraná;12761
Paraná;301
Paraná;444
Paraná;792
Paraná;480
Paraná;459
Paraná;941
Paraná;987
Paraná;291
Paraná;452
Paraná;38390
Paraná;492
Paraná;405
Paraná;14392
Paraná;450
Paraná;125
Paraná;1444
Paraná;388
Paraná;444
Paraná;3312
Paraná;370
Paraná;1059
Paraná;404
Paraná;215
Paraná;527
Paraná;1236
Paraná;18685
Paraná;646
Paraná;4371
Paraná;515
Paraná;2871
Paraná;424
Paraná;5833
Paraná;721
Paraná;464
Paraná;196
Paraná;1723
Paraná;3683
Paraná;868
Paraná;323
Paraná;772
Paraná;1070
Paraná;1112
Paraná;159
Paraná;6687
Paraná;785
Paraná;255
Paraná;1352
Paraná;710
Paraná;702
Paraná;1794
Paraná;3580
Paraná;242
Paraná;809
Paraná;2800
Paraná;418
Paraná;239
Paraná;426
Paraná;5417
Paraná;1782
Paraná;3790
Paraná;2617
Paraná;423
Paraná;495
Paraná;790
Paraná;789
Paraná;50
Paraná;1654
Paraná;767
Paraná;1705
Paraná;181
Paraná;758
Paraná;571
Paraná;1086
Paraná;3100
Paraná;293
Paraná;1796
Paraná;375
Paraná;343
Paraná;385
Paraná;1959
Paraná;490
Paraná;59189
Paraná;564
Paraná;295
Paraná;286
Paraná;616
Paraná;1006
Paraná;3275
Paraná;3786
Paraná;3141
Paraná;208
Paraná;1593
Paraná;1337
Paraná;5315
Paraná;474
Paraná;4559
Paraná;930
Paraná;494
Paraná;1163
Paraná;49117
Paraná;556
Paraná;540
Paraná;2020
Paraná;193
Paraná;598
Paraná;2725
Paraná;2964
Paraná;107
Paraná;762
Paraná;6233
Paraná;351
Paraná;123
Paraná;198
Paraná;1123
Paraná;638
Paraná;2041
Paraná;351
Paraná;442
Paraná;117
Paraná;380
Paraná;1233
Paraná;604
Paraná;1787
Paraná;566
Paraná;465
Paraná;771
Paraná;1228
Paraná;894
