estado;casos
Paraná;747
Paraná;525
Paraná;666
Paraná;367
Paraná;192
Paraná;1823
Paraná;245
Paraná;750
Paraná;3975
Paraná;5967
Paraná;3462
Paraná;1051
Paraná;4588
Paraná;1872
Paraná;751
Paraná;20813
Paraná;220
Paraná;8652
Paraná;416
Paraná;8860
Paraná;457
Paraná;266
Paraná;1313
Paraná;668
Paraná;1175
Paraná;380
Paraná;1267
Paraná;15173
Paraná;120
Paraná;418
Paraná;1700
Paraná;2587
Paraná;11830
Paraná;2642
Paraná;328
Paraná;298
Paraná;1138
Paraná;37892
Paraná;2809
Paraná;1407
Paraná;418
Paraná;175
Paraná;319
Paraná;118
Paraná;143
Paraná;539
Paraná;561
Paraná;432
Paraná;2428
Paraná;222
Paraná;1131
Paraná;3093
Paraná;504
Paraná;3076
Paraná;1065
Paraná;533
Paraná;1594
Paraná;452
Paraná;300
Paraná;165
Paraná;1893
Paraná;1526
Paraná;681
Paraná;2676
Paraná;554
Paraná;955
Paraná;1259
Paraná;1218
Paraná;240
Paraná;823
Paraná;277
Paraná;5061
Paraná;1324
Paraná;6666
Paraná;700
Paraná;917
Paraná;380
Paraná;999
Paraná;453
Paraná;815
Paraná;1261
Paraná;343
Paraná;416
Paraná;677
Paraná;901
Paraná;3141
Paraná;141
Paraná;829
Paraná;973
Paraná;227
Paraná;690
Paraná;1092
Paraná;257
Paraná;1048
Paraná;2700
Paraná;723
Paraná;4744
Paraná;170
Paraná;253
Paraná;1504
Paraná;496
Paraná;986
Paraná;537
Paraná;1265
Paraná;471
Paraná;954
Paraná;379
Paraná;1037
Paraná;550
Paraná;862
Paraná;604
Paraná;309
Paraná;26071
Paraná;180
Paraná;2533
Paraná;3140
Paraná;569
Paraná;957
Paraná;163
Paraná;764
Paraná;503
Paraná;702
Paraná;9711
Paraná;681
Paraná;1829
Paraná;615
Paraná;545
Paraná;2283
Paraná;2719
Paraná;374
Paraná;872
Paraná;483
Paraná;1567
Paraná;497
Paraná;621
Paraná;13707
Paraná;2117
Paraná;651
Paraná;1571
Paraná;2340
Paraná;1715
Paraná;20751
Paraná;582
Paraná;1224
Paraná;612
Paraná;710
Paraná;763
Paraná;2071
Paraná;1248
Paraná;13215
Paraná;6408
Paraná;88
Paraná;618
Paraná;880
Paraná;932
Paraná;963
Paraná;221
Paraná;756
Paraná;1691
Paraná;402
Rio de Janeiro;13451
Rio de Janeiro;553
Rio de Janeiro;5740
Rio de Janeiro;1229
Rio de Janeiro;4345
Rio de Janeiro;695
Rio de Janeiro;5908
Rio de Janeiro;14959
Rio de Janeiro;20213
Rio de Janeiro;1525
Rio de Janeiro;3165
Rio de Janeiro;12536
Rio de Janeiro;2763
Rio de Janeiro;944
Rio de Janeiro;25880
Rio de Janeiro;2818
Rio de Janeiro;1481
Rio de Janeiro;1166
Rio de Janeiro;2088
Rio de Janeiro;4079
Rio de Janeiro;714
Rio de Janeiro;2003
Rio de Janeiro;2555
Rio de Janeiro;197
Rio de Janeiro;21569
Rio de Janeiro;1395
Rio de Janeiro;4700
Rio de Janeiro;4192
Rio de Janeiro;10183
Rio de Janeiro;5038
Rio de Janeiro;525
Rio de Janeiro;2329
Rio de Janeiro;6825
Rio de Janeiro;1759
Rio de Janeiro;1024
Rio de Janeiro;506
Rio de Janeiro;25012
Rio de Janeiro;982
Rio de Janeiro;11577
Rio de Janeiro;2640
Rio de Janeiro;8963
Rio de Janeiro;1875
Rio de Janeiro;3277
Rio de Janeiro;2434
Rio de Janeiro;2538
Rio de Janeiro;1065
Rio de Janeiro;3449
Rio de Janeiro;38936
Rio de Janeiro;19490
Rio de Janeiro;17707
Rio de Janeiro;2418
Rio de Janeiro;4588
Rio de Janeiro;2499
Rio de Janeiro;2498
Rio de Janeiro;11995
Rio de Janeiro;2783
Rio de Janeiro;3669
Rio de Janeiro;2102
Rio de Janeiro;1699
Rio de Janeiro;799
Rio de Janeiro;5549
Rio de Janeiro;2745
Rio de Janeiro;13032
Rio de Janeiro;5413
Rio de Janeiro;1446
Rio de Janeiro;171
Rio de Janeiro;11655
Rio de Janeiro;349605
Rio de Janeiro;236
Rio de Janeiro;4587
Rio de Janeiro;549
Rio de Janeiro;1569
Rio de Janeiro;48045
Rio de Janeiro;4069
Rio de Janeiro;9578
Rio de Janeiro;379
Rio de Janeiro;2037
Rio de Janeiro;4565
Rio de Janeiro;489
Rio de Janeiro;2825
Rio de Janeiro;2596
Rio de Janeiro;2179
Rio de Janeiro;1476
Rio de Janeiro;1060
Rio de Janeiro;3150
Rio de Janeiro;24424
Rio de Janeiro;586
Rio de Janeiro;9562
Rio de Janeiro;3364
Rio de Janeiro;2156
Rio de Janeiro;2260
Rio de Janeiro;30979
Rio Grande do Norte;1001
Rio Grande do Norte;6074
Rio Grande do Norte;687
Rio Grande do Norte;252
Rio Grande do Norte;1481
Rio Grande do Norte;415
Rio Grande do Norte;2044
Rio Grande do Norte;829
Rio Grande do Norte;632
Rio Grande do Norte;5787
Rio Grande do Norte;2380
Rio Grande do Norte;963
Rio Grande do Norte;341
Rio Grande do Norte;1099
Rio Grande do Norte;102
Rio Grande do Norte;148
Rio Grande do Norte;152
Rio Grande do Norte;765
Rio Grande do Norte;1239
Rio Grande do Norte;400
Rio Grande do Norte;267
Rio Grande do Norte;10453
Rio Grande do Norte;594
Rio Grande do Norte;618
Rio Grande do Norte;1406
Rio Grande do Norte;2285
Rio Grande do Norte;770
Rio Grande do Norte;1069
Rio Grande do Norte;2843
Rio Grande do Norte;361
Rio Grande do Norte;264
Rio Grande do Norte;440
Rio Grande do Norte;1398
Rio Grande do Norte;3296
Rio Grande do Norte;583
Rio Grande do Norte;612
Rio Grande do Norte;290
Rio Grande do Norte;583
Rio Grande do Norte;3368
Rio Grande do Norte;965
Rio Grande do Norte;388
Rio Grande do Norte;1375
Rio Grande do Norte;298
Rio Grande do Norte;711
Rio Grande do Norte;308
Rio Grande do Norte;2607
Rio Grande do Norte;1140
Rio Grande do Norte;1116
Rio Grande do Norte;1633
Rio Grande do Norte;340
Rio Grande do Norte;1144
Rio Grande do Norte;269
Rio Grande do Norte;602
Rio Grande do Norte;364
Rio Grande do Norte;751
Rio Grande do Norte;620
Rio Grande do Norte;575
Rio Grande do Norte;242
Rio Grande do Norte;274
Rio Grande do Norte;133
Rio Grande do Norte;2164
Rio Grande do Norte;1626
Rio Grande do Norte;2458
Rio Grande do Norte;156
Rio Grande do Norte;494
Rio Grande do Norte;2523
Rio Grande do Norte;546
Rio Grande do Norte;302
Rio Grande do Norte;312
Rio Grande do Norte;203
Rio Grande do Norte;707
Rio Grande do Norte;452
Rio Grande do Norte;809
Rio Grande do Norte;374
Rio Grande do Norte;484
Rio Grande do Norte;480
Rio Grande do Norte;4588
Rio Grande do Norte;1369
Rio Grande do Norte;219
Rio Grande do Norte;766
Rio Grande do Norte;362
Rio Grande do Norte;518
Rio Grande do Norte;394
Rio Grande do Norte;562
Rio Grande do Norte;1117
Rio Grande do Norte;180
Rio Grande do Norte;23297
Rio Grande do Norte;71566
Rio Grande do Norte;1989
Rio Grande do Norte;1604
Rio Grande do Norte;597
Rio Grande do Norte;461
Rio Grande do Norte;466
Rio Grande do Norte;567
Rio Grande do Norte;434
Rio Grande do Norte;2297
Rio Grande do Norte;25837
Rio Grande do Norte;1199
Rio Grande do Norte;245
Rio Grande do Norte;1432
Rio Grande do Norte;3712
Rio Grande do Norte;322
Rio Grande do Norte;141
Rio Grande do Norte;316
Rio Grande do Norte;694
Rio Grande do Norte;1051
Rio Grande do Norte;312
Rio Grande do Norte;847
Rio Grande do Norte;574
Rio Grande do Norte;394
Rio Grande do Norte;423
Rio Grande do Norte;477
Rio Grande do Norte;463
Rio Grande do Norte;261
Rio Grande do Norte;195
Rio Grande do Norte;647
Rio Grande do Norte;377
Rio Grande do Norte;337
Rio Grande do Norte;110
Rio Grande do Norte;3933
Rio Grande do Norte;332
Rio Grande do Norte;684
Rio Grande do Norte;246
Rio Grande do Norte;1955
Rio Grande do Norte;217
Rio Grande do Norte;162
Rio Grande do Norte;406
Rio Grande do Norte;338
Rio Grande do Norte;7454
Rio Grande do Norte;745
Rio Grande do Norte;4289
Rio Grande do Norte;860
Rio Grande do Norte;503
Rio Grande do Norte;2355
Rio Grande do Norte;551
Rio Grande do Norte;989
Rio Grande do Norte;440
Rio Grande do Norte;818
Rio Grande do Norte;1012
Rio Grande do Norte;691
Rio Grande do Norte;248
Rio Grande do Norte;237
Rio Grande do Norte;538
Rio Grande do Norte;168
Rio Grande do Norte;456
Rio Grande do Norte;1298
Rio Grande do Norte;581
Rio Grande do Norte;522
Rio Grande do Norte;553
Rio Grande do Norte;194
Rio Grande do Norte;172
Rio Grande do Norte;664
Rio Grande do Norte;507
Rio Grande do Norte;977
Rio Grande do Norte;690
Rio Grande do Norte;615
Rio Grande do Norte;1560
Rio Grande do Norte;319
Rio Grande do Norte;1047
Rio Grande do Norte;315
Rio Grande do Norte;928
Rio Grande do Norte;1081
Rio Grande do Norte;324
Rio Grande do Norte;267
Rio Grande do Norte;838
Rio Grande do Norte;333
Rio Grande do Norte;210
Rondônia;3814
Rondônia;1428
Rondônia;1784
Rondônia;1067
Rondônia;20834
Rondônia;4544
Rondônia;758
Rondônia;804
Rondônia;12970
Rondônia;1117
Rondônia;3695
Rondônia;258
Rondônia;2368
Rondônia;1355
Rondônia;2052
Rondônia;708
Rondônia;1559
Rondônia;1852
Rondônia;3116
Rondônia;605
Rondônia;5351
Rondônia;1334
Rondônia;7220
Rondônia;17453
Rondônia;6327
Rondônia;487
Rondônia;989
Rondônia;1613
Rondônia;1721
Rondônia;3217
Rondônia;824
Rondônia;588
Rondônia;4429
Rondônia;349
Rondônia;5848
Rondônia;410
Rondônia;80180
Rondônia;3280
Rondônia;171
Rondônia;564
Rondônia;6127
Rondônia;881
Rondônia;433
Rondônia;2044
Rondônia;2291
Rondônia;1302
Rondônia;518
Rondônia;765
Rondônia;1177
Rondônia;1101
Rondônia;750
Rondônia;12635
Roraima;1344
Roraima;1007
Roraima;82630
Roraima;2227
Roraima;2059
Roraima;2422
Roraima;1848
Roraima;1098
Roraima;2074
Roraima;472
Roraima;2169
Roraima;2894
Roraima;1325
Roraima;557
Roraima;1151
Rio Grande do Sul;319
Rio Grande do Sul;462
Rio Grande do Sul;1533
Rio Grande do Sul;980
Rio Grande do Sul;270
Rio Grande do Sul;8391
Rio Grande do Sul;346
Rio Grande do Sul;298
Rio Grande do Sul;305
Rio Grande do Sul;189
Rio Grande do Sul;245
Rio Grande do Sul;19465
Rio Grande do Sul;280
Rio Grande do Sul;638
Rio Grande do Sul;101
Rio Grande do Sul;576
Rio Grande do Sul;2394
Rio Grande do Sul;175
Rio Grande do Sul;973
Rio Grande do Sul;362
Rio Grande do Sul;2905
Rio Grande do Sul;173
Rio Grande do Sul;1030
Rio Grande do Sul;1048
Rio Grande do Sul;889
Rio Grande do Sul;1721
Rio Grande do Sul;773
Rio Grande do Sul;674
Rio Grande do Sul;212
Rio Grande do Sul;8930
Rio Grande do Sul;672
Rio Grande do Sul;554
Rio Grande do Sul;657
Rio Grande do Sul;412
Rio Grande do Sul;111
Rio Grande do Sul;361
Rio Grande do Sul;1017
Rio Grande do Sul;93
Rio Grande do Sul;498
Rio Grande do Sul;408
Rio Grande do Sul;622
Rio Grande do Sul;154
Rio Grande do Sul;16335
Rio Grande do Sul;175
Rio Grande do Sul;720
Rio Grande do Sul;144
Rio Grande do Sul;248
Rio Grande do Sul;286
Rio Grande do Sul;799
Rio Grande do Sul;1709
Rio Grande do Sul;117
Rio Grande do Sul;957
Rio Grande do Sul;562
Rio Grande do Sul;388
Rio Grande do Sul;229
Rio Grande do Sul;317
Rio Grande do Sul;402
Rio Grande do Sul;1885
Rio Grande do Sul;3210
Rio Grande do Sul;455
Rio Grande do Sul;8782
Rio Grande do Sul;13237
Rio Grande do Sul;484
Rio Grande do Sul;218
Rio Grande do Sul;531
Rio Grande do Sul;6354
Rio Grande do Sul;358
Rio Grande do Sul;294
Rio Grande do Sul;189
Rio Grande do Sul;535
Rio Grande do Sul;559
Rio Grande do Sul;9423
Rio Grande do Sul;501
Rio Grande do Sul;433
Rio Grande do Sul;3171
Rio Grande do Sul;482
Rio Grande do Sul;1040
Rio Grande do Sul;5695
Rio Grande do Sul;2916
Rio Grande do Sul;38526
Rio Grande do Sul;107
Rio Grande do Sul;210
Rio Grande do Sul;7530
Rio Grande do Sul;218
Rio Grande do Sul;1218
Rio Grande do Sul;1115
Rio Grande do Sul;401
Rio Grande do Sul;784
Rio Grande do Sul;758
Rio Grande do Sul;8538
Rio Grande do Sul;3687
Rio Grande do Sul;153
Rio Grande do Sul;1159
Rio Grande do Sul;354
Rio Grande do Sul;870
Rio Grande do Sul;49657
Rio Grande do Sul;180
Rio Grande do Sul;238
Rio Grande do Sul;267
Rio Grande do Sul;233
Rio Grande do Sul;687
Rio Grande do Sul;1357
Rio Grande do Sul;1141
Rio Grande do Sul;4524
Rio Grande do Sul;290
Rio Grande do Sul;383
Rio Grande do Sul;382
Rio Grande do Sul;118
Rio Grande do Sul;1340
Rio Grande do Sul;645
Rio Grande do Sul;536
Rio Grande do Sul;515
Rio Grande do Sul;854
Rio Grande do Sul;1241
Rio Grande do Sul;144
Rio Grande do Sul;117
Rio Grande do Sul;359
Rio Grande do Sul;682
Rio Grande do Sul;103
Rio Grande do Sul;603
Rio Grande do Sul;294
Rio Grande do Sul;524
Rio Grande do Sul;743
Rio Grande do Sul;137
Rio Grande do Sul;7665
Rio Grande do Sul;121
Rio Grande do Sul;1194
Rio Grande do Sul;613
Rio Grande do Sul;274
Rio Grande do Sul;48
Rio Grande do Sul;163
Rio Grande do Sul;3734
Rio Grande do Sul;188
Rio Grande do Sul;393
Rio Grande do Sul;452
Rio Grande do Sul;3420
Rio Grande do Sul;280
Rio Grande do Sul;86
Rio Grande do Sul;293
Rio Grande do Sul;330
Rio Grande do Sul;4643
Rio Grande do Sul;2288
Rio Grande do Sul;1949
Rio Grande do Sul;101
Rio Grande do Sul;199
Rio Grande do Sul;1308
Rio Grande do Sul;255
Rio Grande do Sul;12045
Rio Grande do Sul;205
Rio Grande do Sul;269
Rio Grande do Sul;506
Rio Grande do Sul;203
Rio Grande do Sul;243
Rio Grande do Sul;2009
Rio Grande do Sul;786
Rio Grande do Sul;5307
Rio Grande do Sul;10041
Rio Grande do Sul;3533
Rio Grande do Sul;179
Rio Grande do Sul;300
Rio Grande do Sul;400
Rio Grande do Sul;6537
Rio Grande do Sul;503
Rio Grande do Sul;244
Rio Grande do Sul;355
Rio Grande do Sul;1972
Rio Grande do Sul;3383
Rio Grande do Sul;127
Rio Grande do Sul;738
Rio Grande do Sul;403
Rio Grande do Sul;184
Rio Grande do Sul;565
Rio Grande do Sul;4509
Rio Grande do Sul;4498
Rio Grande do Sul;124
Rio Grande do Sul;416
Rio Grande do Sul;652
Rio Grande do Sul;159
Rio Grande do Sul;2142
Rio Grande do Sul;1491
Rio Grande do Sul;525
Rio Grande do Sul;7927
Rio Grande do Sul;200
Rio Grande do Sul;304
Rio Grande do Sul;19454
Rio Grande do Sul;195
Rio Grande do Sul;7071
Rio Grande do Sul;3663
Rio Grande do Sul;348
Rio Grande do Sul;524
Rio Grande do Sul;367
Rio Grande do Sul;185
Rio Grande do Sul;2093
Rio Grande do Sul;340
Rio Grande do Sul;178
Rio Grande do Sul;225
Rio Grande do Sul;631
Rio Grande do Sul;1011
Rio Grande do Sul;314
Rio Grande do Sul;4286
Rio Grande do Sul;3147
Rio Grande do Sul;9917
Rio Grande do Sul;301
Rio Grande do Sul;3081
Rio Grande do Sul;278
Rio Grande do Sul;478
Rio Grande do Sul;66
Rio Grande do Sul;795
Rio Grande do Sul;126
Rio Grande do Sul;458
Rio Grande do Sul;448
Rio Grande do Sul;60
Rio Grande do Sul;182
Rio Grande do Sul;3257
Rio Grande do Sul;68
Rio Grande do Sul;203
Rio Grande do Sul;48
Rio Grande do Sul;2901
Rio Grande do Sul;206
Rio Grande do Sul;105
Rio Grande do Sul;310
Rio Grande do Sul;2491
Rio Grande do Sul;734
Rio Grande do Sul;523
Rio Grande do Sul;143
Rio Grande do Sul;702
Rio Grande do Sul;1812
Rio Grande do Sul;33
Rio Grande do Sul;233
Rio Grande do Sul;3600
Rio Grande do Sul;478
Rio Grande do Sul;13421
Rio Grande do Sul;245
Rio Grande do Sul;299
Rio Grande do Sul;356
Rio Grande do Sul;799
Rio Grande do Sul;168
Rio Grande do Sul;364
Rio Grande do Sul;635
Rio Grande do Sul;396
Rio Grande do Sul;419
Rio Grande do Sul;636
Rio Grande do Sul;227
Rio Grande do Sul;6546
Rio Grande do Sul;195
Rio Grande do Sul;203
Rio Grande do Sul;183
Rio Grande do Sul;284
Rio Grande do Sul;373
Rio Grande do Sul;343
Rio Grande do Sul;741
Rio Grande do Sul;60
Rio Grande do Sul;499
Rio Grande do Sul;485
Rio Grande do Sul;515
Rio Grande do Sul;246
Rio Grande do Sul;72
Rio Grande do Sul;215
Rio Grande do Sul;8102
Rio Grande do Sul;319
Rio Grande do Sul;351
Rio Grande do Sul;263
Rio Grande do Sul;692
Rio Grande do Sul;574
Rio Grande do Sul;736
Rio Grande do Sul;120
Rio Grande do Sul;200
Rio Grande do Sul;2372
Rio Grande do Sul;77
Rio Grande do Sul;1644
Rio Grande do Sul;596
Rio Grande do Sul;1028
Rio Grande do Sul;1622
Rio Grande do Sul;288
Rio Grande do Sul;435
Rio Grande do Sul;309
Rio Grande do Sul;853
Rio Grande do Sul;2313
Rio Grande do Sul;321
Rio Grande do Sul;493
Rio Grande do Sul;2782
Rio Grande do Sul;2392
Rio Grande do Sul;204
Rio Grande do Sul;321
Rio Grande do Sul;1249
Rio Grande do Sul;770
Rio Grande do Sul;478
Rio Grande do Sul;25407
Rio Grande do Sul;147
Rio Grande do Sul;81
Rio Grande do Sul;170
Rio Grande do Sul;8406
Rio Grande do Sul;479
Rio Grande do Sul;1097
Rio Grande do Sul;3677
Rio Grande do Sul;793
Rio Grande do Sul;5467
Rio Grande do Sul;896
Rio Grande do Sul;1241
Rio Grande do Sul;535
Rio Grande do Sul;537
Rio Grande do Sul;7118
Rio Grande do Sul;238
Rio Grande do Sul;554
Rio Grande do Sul;30409
Rio Grande do Sul;200
Rio Grande do Sul;543
Rio Grande do Sul;96
Rio Grande do Sul;592
Rio Grande do Sul;381
Rio Grande do Sul;29486
Rio Grande do Sul;392
Rio Grande do Sul;228
Rio Grande do Sul;181
Rio Grande do Sul;149
Rio Grande do Sul;294
Rio Grande do Sul;1103
Rio Grande do Sul;239
Rio Grande do Sul;142
Rio Grande do Sul;767
Rio Grande do Sul;565
Rio Grande do Sul;243
Rio Grande do Sul;302
Rio Grande do Sul;144
Rio Grande do Sul;2573
Rio Grande do Sul;130706
Rio Grande do Sul;267
Rio Grande do Sul;173
Rio Grande do Sul;107
Rio Grande do Sul;1641
Rio Grande do Sul;143
Rio Grande do Sul;416
Rio Grande do Sul;564
Rio Grande do Sul;86
Rio Grande do Sul;603
Rio Grande do Sul;1818
Rio Grande do Sul;89
Rio Grande do Sul;185
Rio Grande do Sul;539
Rio Grande do Sul;890
Rio Grande do Sul;157
Rio Grande do Sul;1097
Rio Grande do Sul;236
Rio Grande do Sul;16220
Rio Grande do Sul;1879
Rio Grande do Sul;498
Rio Grande do Sul;944
Rio Grande do Sul;401
Rio Grande do Sul;200
Rio Grande do Sul;3326
Rio Grande do Sul;1055
Rio Grande do Sul;630
Rio Grande do Sul;590
Rio Grande do Sul;3438
Rio Grande do Sul;418
Rio Grande do Sul;330
Rio Grande do Sul;967
Rio Grande do Sul;314
Rio Grande do Sul;623
Rio Grande do Sul;2660
Rio Grande do Sul;8772
Rio Grande do Sul;1101
Rio Grande do Sul;507
Rio Grande do Sul;469
Rio Grande do Sul;15107
Rio Grande do Sul;111
Rio Grande do Sul;31534
Rio Grande do Sul;579
Rio Grande do Sul;11951
Rio Grande do Sul;202
Rio Grande do Sul;2824
Rio Grande do Sul;192
Rio Grande do Sul;5556
Rio Grande do Sul;5831
Rio Grande do Sul;4839
Rio Grande do Sul;216
Rio Grande do Sul;140
Rio Grande do Sul;139
Rio Grande do Sul;1225
Rio Grande do Sul;1294
Rio Grande do Sul;164
Rio Grande do Sul;8640
Rio Grande do Sul;422
Rio Grande do Sul;1306
Rio Grande do Sul;1496
Rio Grande do Sul;7354
Rio Grande do Sul;1006
Rio Grande do Sul;796
Rio Grande do Sul;359
Rio Grande do Sul;361
Rio Grande do Sul;282
Rio Grande do Sul;139
Rio Grande do Sul;539
Rio Grande do Sul;433
Rio Grande do Sul;725
Rio Grande do Sul;868
Rio Grande do Sul;229
Rio Grande do Sul;573
Rio Grande do Sul;21907
Rio Grande do Sul;2584
Rio Grande do Sul;3369
Rio Grande do Sul;2689
Rio Grande do Sul;671
Rio Grande do Sul;81
Rio Grande do Sul;677
Rio Grande do Sul;46
Rio Grande do Sul;508
Rio Grande do Sul;265
Rio Grande do Sul;270
Rio Grande do Sul;321
Rio Grande do Sul;1371
Rio Grande do Sul;2980
Rio Grande do Sul;1098
Rio Grande do Sul;228
Rio Grande do Sul;267
Rio Grande do Sul;108
Rio Grande do Sul;292
Rio Grande do Sul;384
Rio Grande do Sul;11750
Rio Grande do Sul;12638
Rio Grande do Sul;3279
Rio Grande do Sul;1957
Rio Grande do Sul;221
Rio Grande do Sul;590
Rio Grande do Sul;656
Rio Grande do Sul;321
Rio Grande do Sul;441
Rio Grande do Sul;2403
Rio Grande do Sul;190
Rio Grande do Sul;582
Rio Grande do Sul;578
Rio Grande do Sul;90
Rio Grande do Sul;343
Rio Grande do Sul;165
Rio Grande do Sul;814
Rio Grande do Sul;1412
Rio Grande do Sul;3285
Rio Grande do Sul;515
Rio Grande do Sul;4240
Rio Grande do Sul;1359
Rio Grande do Sul;756
Rio Grande do Sul;4982
Rio Grande do Sul;3092
Rio Grande do Sul;495
Rio Grande do Sul;168
Rio Grande do Sul;1510
Rio Grande do Sul;387
Rio Grande do Sul;4274
Rio Grande do Sul;361
Rio Grande do Sul;213
Rio Grande do Sul;299
Rio Grande do Sul;5513
Rio Grande do Sul;5631
Rio Grande do Sul;182
Rio Grande do Sul;165
Rio Grande do Sul;1073
Rio Grande do Sul;2708
Rio Grande do Sul;2770
Rio Grande do Sul;386
Rio Grande do Sul;492
Rio Grande do Sul;2462
Rio Grande do Sul;745
Rio Grande do Sul;1813
Rio Grande do Sul;701
Rio Grande do Sul;221
Rio Grande do Sul;79
Rio Grande do Sul;2248
Rio Grande do Sul;556
Rio Grande do Sul;1010
Rio Grande do Sul;193
Rio Grande do Sul;75
Rio Grande do Sul;64
Rio Grande do Sul;140
Rio Grande do Sul;9786
Rio Grande do Sul;7019
Rio Grande do Sul;573
Rio Grande do Sul;605
Rio Grande do Sul;190
Rio Grande do Sul;286
Rio Grande do Sul;8983
Rio Grande do Sul;2652
Rio Grande do Sul;3536
Rio Grande do Sul;231
Rio Grande do Sul;339
Rio Grande do Sul;8188
Rio Grande do Sul;176
Rio Grande do Sul;356
Rio Grande do Sul;645
Rio Grande do Sul;257
Rio Grande do Sul;606
Rio Grande do Sul;187
Rio Grande do Sul;258
Rio Grande do Sul;95
Rio Grande do Sul;221
Rio Grande do Sul;277
Rio Grande do Sul;312
Rio Grande do Sul;880
Santa Catarina;394
Santa Catarina;1427
Santa Catarina;1468
Santa Catarina;616
Santa Catarina;1190
Santa Catarina;432
Santa Catarina;497
Santa Catarina;703
Santa Catarina;661
Santa Catarina;168
Santa Catarina;629
Santa Catarina;507
Santa Catarina;1136
Santa Catarina;315
Santa Catarina;1534
Santa Catarina;809
Santa Catarina;395
Santa Catarina;3438
Santa Catarina;9849
Santa Catarina;1373
Santa Catarina;577
Santa Catarina;291
Santa Catarina;1127
Santa Catarina;414
Santa Catarina;786
Santa Catarina;1966
Santa Catarina;1378
Santa Catarina;23603
Santa Catarina;1217
Santa Catarina;4499
Santa Catarina;1319
Santa Catarina;302
Santa Catarina;173
Santa Catarina;3953
Santa Catarina;79
Santa Catarina;249
Santa Catarina;983
Santa Catarina;10707
Santa Catarina;49273
Santa Catarina;370
Santa Catarina;585
Santa Catarina;396
Santa Catarina;181
Santa Catarina;717
Santa Catarina;3378
Santa Catarina;880
Santa Catarina;7930
Santa Catarina;602
Santa Catarina;262
Santa Catarina;25834
Santa Catarina;5587
Santa Catarina;595
Santa Catarina;34
Santa Catarina;11966
Santa Catarina;1194
Santa Catarina;739
Santa Catarina;1082
Santa Catarina;5488
Santa Catarina;1244
Santa Catarina;5999
Santa Catarina;154
Santa Catarina;4590
Santa Catarina;4222
Santa Catarina;1787
Santa Catarina;498
Santa Catarina;416
Santa Catarina;142
Santa Catarina;333
Santa Catarina;34742
Santa Catarina;3231
Santa Catarina;13394
Santa Catarina;555
Santa Catarina;1585
Santa Catarina;183
Santa Catarina;1253
Santa Catarina;1679
Santa Catarina;35023
Santa Catarina;908
Santa Catarina;191
Santa Catarina;4450
Santa Catarina;864
Santa Catarina;1770
Santa Catarina;460
Santa Catarina;412
Santa Catarina;644
Santa Catarina;335
Santa Catarina;778
Santa Catarina;1688
Santa Catarina;137
Santa Catarina;76190
Santa Catarina;360
Santa Catarina;5204
Santa Catarina;4407
Santa Catarina;318
Santa Catarina;364
Santa Catarina;3165
Santa Catarina;1935
Santa Catarina;7886
Santa Catarina;2460
Santa Catarina;1192
Santa Catarina;2090
Santa Catarina;3415
Santa Catarina;1519
Santa Catarina;6214
Santa Catarina;488
Santa Catarina;761
Santa Catarina;4145
Santa Catarina;208
Santa Catarina;483
Santa Catarina;1494
Santa Catarina;6649
Santa Catarina;1736
Santa Catarina;1023
Santa Catarina;6532
Santa Catarina;569
Santa Catarina;9016
Santa Catarina;280
Santa Catarina;406
Santa Catarina;591
Santa Catarina;1020
Santa Catarina;748
Santa Catarina;424
Santa Catarina;1528
Santa Catarina;284
Santa Catarina;689
Santa Catarina;955
Santa Catarina;2520
Santa Catarina;30148
Santa Catarina;11570
Santa Catarina;2038
Santa Catarina;3156
Santa Catarina;3131
Santa Catarina;890
Santa Catarina;1291
Santa Catarina;3146
Santa Catarina;28717
Santa Catarina;361
Santa Catarina;5934
Santa Catarina;93010
Santa Catarina;586
Santa Catarina;256
Santa Catarina;427
Santa Catarina;25090
Santa Catarina;4990
Santa Catarina;231
Santa Catarina;1049
Santa Catarina;2252
Santa Catarina;1047
Santa Catarina;256
Santa Catarina;876
Santa Catarina;1069
Santa Catarina;1947
Santa Catarina;982
Santa Catarina;135
Santa Catarina;4762
Santa Catarina;333
Santa Catarina;444
Santa Catarina;1091
Santa Catarina;4359
Santa Catarina;241
Santa Catarina;2312
Santa Catarina;163
Santa Catarina;1129
Santa Catarina;298
Santa Catarina;379
Santa Catarina;972
Santa Catarina;1169
Santa Catarina;786
Santa Catarina;3221
Santa Catarina;522
Santa Catarina;8828
Santa Catarina;621
Santa Catarina;384
Santa Catarina;1800
Santa Catarina;2677
Santa Catarina;172
Santa Catarina;4816
Santa Catarina;3238
Santa Catarina;1507
Santa Catarina;317
Santa Catarina;205
Santa Catarina;160
Santa Catarina;27296
Santa Catarina;916
Santa Catarina;307
Santa Catarina;1619
Santa Catarina;918
Santa Catarina;69
Santa Catarina;1145
Santa Catarina;291
Santa Catarina;1227
Santa Catarina;676
Santa Catarina;5037
Santa Catarina;404
Santa Catarina;1706
Santa Catarina;651
Santa Catarina;3110
Santa Catarina;521
Santa Catarina;550
Santa Catarina;263
Santa Catarina;4865
Santa Catarina;509
Santa Catarina;291
Santa Catarina;1197
Santa Catarina;2670
Santa Catarina;3915
Santa Catarina;1667
Santa Catarina;1085
Santa Catarina;431
Santa Catarina;1668
Santa Catarina;119
